"Rank","Player","Team","Bye","POS","ESPN","RTSports","MFL","Fantrax","FFC","Sleeper","AVG"
"1","Le'Veon Bell","TB","6","RB1","","1","1","1","3","","1.5"
"2","Adrian Peterson","SEA","9","RB2","","2","2","2","1","","1.8"
"3","Antonio Brown","WR1","","4","5","4","2","","3.8"
"4","Jamaal Charles","RB3","","5","3","3","5","","4.0"
"5","Eddie Lacy","RB4","","3","4","5","4","","4.0"
"6","Marshawn Lynch","RB5","","6","7","8","8","","7.3"
"7","Julio Jones","TEN","4","WR2","","7","9","9","6","","7.8"
"8","Dez Bryant","WR3","","10","8","7","7","","8.0"
"9","Rob Gronkowski","TB","6","TE1","","8","6","12","10","","9.0"
"10","Odell Beckham Jr.","LAR","","WR4","","11","10","11","12","","11.0"
"11","C.J. Anderson","RB6","","9","11","15","11","","11.5"
"12","Demaryius Thomas","WR5","","13","12","13","9","","11.8"
"13","Matt Forte","RB7","","12","13","10","14","","12.3"
"14","Calvin Johnson","WR6","","15","15","16","13","","14.8"
"15","DeMarco Murray","RB8","","14","14","17","19","","16.0"
"16","Jeremy Hill","RB9","","16","16","20","15","","16.8"
"17","A.J. Green","ARI","9","WR7","","18","19","18","17","","18.0"
"18","Andrew Luck","QB1","","19","22","14","18","","18.3"
"19","Randall Cobb","GB","7","WR8","","20","21","21","16","","19.5"
"20","LeSean McCoy","RB10","","17","17","19","25","","19.5"
"21","Aaron Rodgers","GB","7","QB2","","26","28","6","27","","21.8"
"22","Justin Forsett","RB11","","21","20","28","20","","22.3"
"23","T.Y. Hilton","IND","10","WR9","","23","26","22","23","","23.5"
"24","Alshon Jeffery","WR10","","25","23","23","26","","24.3"
"25","Brandin Cooks","HOU","9","WR11","","27","32","27","21","","26.8"
"26","Mike Evans","TB","6","WR12","","28","24","25","30","","26.8"
"27","Lamar Miller","RB12","","24","25","37","22","","27.0"
"28","Frank Gore","RB13","","29","27","32","28","","29.0"
"29","DeAndre Hopkins","ARI","9","WR13","","34","30","26","29","","29.8"
"30","Jimmy Graham","CHI","7","TE2","","30","33","24","34","","30.3"
"31","Jordan Matthews","SF","10","WR14","","31","35","36","24","","31.5"
"32","Mark Ingram II","NO","11","RB14","","32","31","33","31","","31.8"
"33","Emmanuel Sanders","BUF","8","WR15","","33","36","29","32","","32.5"
"34","Melvin Gordon III","DEN","7","RB15","","36","29","30","53","","37.0"
"35","Latavius Murray","BAL","9","RB16","","35","41","42","33","","37.8"
"36","Alfred Morris","NYG","11","RB17","","38","38","39","49","","41.0"
"37","Carlos Hyde","JAC","8","RB18","","40","40","41","46","","41.8"
"38","Andre Ellington","RB19","","39","39","45","45","","42.0"
"39","Andre Johnson","WR16","","45","51","43","38","","44.3"
"40","Amari Cooper","DAL","6","WR17","","49","52","38","41","","45.0"
"41","Golden Tate","WR18","","41","53","44","44","","45.5"
"42","Julian Edelman","WR19","","51","47","48","43","","47.3"
"43","Arian Foster","RB20","","56","34","67","37","","48.5"
"44","Ameer Abdullah","CAR","5","RB21","","42","50","62","42","","49.0"
"45","Keenan Allen","LAC","","WR20","","53","48","46","50","","49.3"
"46","Joseph Randle","RB22","","43","46","53","57","","49.8"
"47","Jeremy Maclin","WR21","","44","62","54","40","","50.0"
"48","Jonathan Stewart","RB23","","46","43","58","54","","50.3"
"49","Greg Olsen","TE3","","48","58","49","47","","50.5"
"50","Jarvis Landry","CLE","11","WR22","","60","56","52","36","","51.0"
"51","Travis Kelce","KC","9","TE4","","55","49","50","52","","51.5"
"52","Peyton Manning","QB3","","54","68","31","56","","52.3"
"53","Drew Brees","QB4","","47","78","34","59","","54.5"
"54","Sammy Watkins","BAL","9","WR23","","57","55","47","64","","55.8"
"55","T.J. Yeldon","RB24","","59","45","55","65","","56.0"
"56","C.J. Spiller","RB25","","50","37","78","60","","56.3"
"57","Brandon Marshall","WR24","","63","57","57","51","","57.0"
"58","Doug Martin","RB26","","58","70","71","39","","59.5"
"59","Russell Wilson","SEA","9","QB5","","68","60","40","71","","59.8"
"60","Ben Roethlisberger","PIT","11","QB6","","65","77","35","66","","60.8"
"61","Todd Gurley II","RB27","","52","44","93","61","","62.5"
"62","Allen Robinson II","CHI","7","WR25","","66","59","70","55","","62.5"
"63","Davante Adams","GB","7","WR26","","64","85","72","35","","64.0"
"64","Martellus Bennett","TE5","","67","76","56","62","","65.3"
"65","DeSean Jackson","LV","","WR27","","62","63","61","75","","65.3"
"66","Giovani Bernard","TB","6","RB28","","69","54","65","76","","66.0"
"67","Martavis Bryant","WR28","","78","61","59","69","","66.8"
"68","Chris Ivory","RB29","","61","80","80","48","","67.3"
"69","Nelson Agholor","NE","4","WR29","","72","69","76","58","","68.8"
"70","Vincent Jackson","WR30","","71","71","68","73","","70.8"
"71","Matt Ryan","ATL","10","QB7","","73","87","51","79","","72.5"
"72","Joique Bell","RB30","","70","65","77","81","","73.3"
"73","Charles Johnson","WR31","","75","74","89","63","","75.3"
"74","LeGarrette Blount","RB31","","79","66","90","70","","76.3"
"75","Shane Vereen","RB32","","74","67","86","78","","76.3"
"76","Tevin Coleman","NYJ","5","RB33","","76","64","79","91","","77.5"
"77","Rashad Jennings","RB34","","80","72","84","83","","79.8"
"78","Mike Wallace","WR32","","77","75","74","94","","80.0"
"79","Tom Brady","TB","6","QB8","","83","107","64","68","","80.5"
"80","Tony Romo","QB9","","86","103","60","82","","82.8"
