"Rank","Player","Team","Position","Points","Games","Avg"
"72","Mike Nugent","CIN","K","122.0","15","8.1"
"72","Seattle Seahawks","SEA","DST","122.0","15","8.1"
"74","Nick Folk","NYJ","K","121.0","15","8.1"
"74","Graham Gano","CAR","K","121.0","15","8.1"
"76","Minnesota Vikings","MIN","DST","120.0","15","8.0"
"76","Indianapolis Colts","IND","DST","120.0","15","8.0"
"78","Josh McCown","TB","QB","119.7","10","12.0"
"79","Nick Foles","PHI","QB","119.3","8","14.9"
"80","San Francisco 49ers","SF","DST","117.0","15","7.8"
"81","Allen Robinson II","JAC","WR","116.8","10","11.7"
"82","Greg Zuerlein","STL","K","110.0","15","7.3"
"83","Cairo Santos","KC","K","108.0","15","7.2"
"84","Kai Forbath","WAS","K","105.0","15","7.0"
"85","Pittsburgh Steelers","PIT","DST","103.0","15","6.9"
"85","New York Giants","NYG","DST","103.0","15","6.9"
"87","Chris Hogan","BUF","WR","102.3","15","6.8"
"88","Denver Broncos","DEN","DST","102.0","15","6.8"
"89","Davante Adams","GB","WR","100.6","15","6.7"
"90","Dallas Cowboys","DAL","DST","100.0","15","6.7"
"91","Cincinnati Bengals","CIN","DST","98.0","15","6.5"
"91","Jacksonville Jaguars","JAC","DST","98.0","15","6.5"
"93","Tampa Bay Buccaneers","TB","DST","97.0","15","6.5"
"94","Drew Stanton","ARI","QB","94.9","9","10.5"
"95","Jerick McKinnon","MIN","RB","94.3","11","8.6"
"96","Matt Prater","DET","K","94.0","10","9.4"
"97","Cordarrelle Patterson","MIN","RB","93.1","15","6.2"
"98","Atlanta Falcons","ATL","DST","92.0","15","6.1"
"99","Donte Moncrief","IND","WR","91.5","15","6.1"
"100","Andre Roberts","WAS","WR","89.7","15","6.0"
"101","Mike Glennon","TB","QB","89.6","6","14.9"
"102","Ryan Succop","TEN","K","89.0","15","5.9"
"103","Kirk Cousins","WAS","QB","88.5","6","14.8"
"104","Cole Beasley","DAL","WR","87.3","15","5.8"
"105","Chicago Bears","CHI","DST","87.0","15","5.8"
"106","Kansas City Chiefs","KC","DST","86.0","15","5.7"
"107","Devonta Freeman","ATL","RB","83.7","15","5.6"
"108","Carolina Panthers","CAR","DST","82.0","15","5.5"
"109","Jordan Reed","WAS","TE","80.5","10","8.1"
"110","Theo Riddick","DET","RB","80.3","13","6.2"
"111","Tennessee Titans","TEN","DST","77.0","15","5.1"
"112","Carlos Hyde","SF","RB","74.1","14","5.3"
"113","Luke Willson","SEA","TE","71.0","14","5.1"
"114","Washington Football Team","WAS","DST","70.0","15","4.7"
"114","Brandon McManus","DEN","K","70.0","14","5.0"
"116","New York Jets","NYJ","DST","68.0","15","4.5"
"117","Robert Griffin III","WAS","QB","67.9","8","8.5"
"118","Travis Benjamin","CLE","WR","66.6","15","4.4"
"119","Colt McCoy","WAS","QB","63.0","5","12.6"
"120","Josh Hill","NO","TE","61.6","15","4.1"
"121","Levine Toilolo","ATL","TE","61.4","15","4.1"
"122","New Orleans Saints","NO","DST","61.0","15","4.1"
"123","Kyle Rudolph","MIN","TE","59.1","8","7.4"
"124","Robbie Gould","CHI","K","58.0","12","4.8"
"125","Josh Gordon","CLE","WR","54.3","5","10.9"
"126","Damien Williams","MIA","RB","53.7","15","3.6"
"127","Marcedes Lewis","JAC","TE","50.6","7","7.2"
"128","Eric Ebron","DET","TE","50.0","12","4.2"
"129","Danny Amendola","NE","WR","46.6","15","3.1"
"130","Richard Rodgers","GB","TE","45.5","15","3.0"
"131","Garrett Graham","HOU","TE","43.7","11","4.0"
"132","Albert Wilson","KC","WR","42.0","11","3.8"
"133","Kyle Juszczyk","BAL","RB","39.2","15","2.6"
"134","Bruce Miller","SF","TE","37.1","15","2.5"
"135","Los Angeles Rams","LAR","DST","35.0","15","2.3"
"136","Ted Ginn Jr.","ARI","WR","32.4","15","2.2"
"137","Chad Henne","JAC","QB","30.1","3","10.0"
"138","Jack Doyle","IND","TE","29.7","15","2.0"
"139","Anthony Sherman","KC","RB","23.9","15","1.6"
"140","Ryan Griffin","HOU","TE","23.3","15","1.6"
"141","Patrick DiMarco","ATL","RB","21.2","15","1.4"
"142","Rex Burkhead","CIN","RB","20.6","8","2.6"
"143","Derek Carrier","SF","TE","19.7","11","1.8"
"144","Brandon Bolden","NE","RB","16.2","15","1.1"
"145","Chris Thompson","WAS","RB","15.9","2","8.0"
"146","Dwayne Harris","DAL","WR","15.2","15","1.0"
"147","Lee Smith","BUF","TE","14.4","13","1.1"
"148","Las Vegas Raiders","LV","DST","14.0","15","0.9"
"149","Adam Thielen","MIN","WR","11.9","15","0.8"
"150","Adrian Peterson","MIN","RB","11.3","1","11.3"
"151","Luke Stocker","TB","TE","11.1","12","0.9"
"152","James White","NE","RB","8.3","2","4.2"
"153","Case Keenum","HOU","QB","7.3","1","7.3"
"154","Logan Thomas","ARI","TE","7.2","2","3.6"
"155","Los Angeles Chargers","LAC","DST","7.0","15","0.5"
"156","Jimmy Garoppolo","NE","QB","7.0","5","1.4"
"157","Tyler Eifert","CIN","TE","6.7","1","6.7"
"158","Darren Fells","ARI","TE","6.2","9","0.7"
"159","Virgil Green","DEN","TE","6.1","12","0.5"
"160","Marquise Goodwin","BUF","WR","6.0","10","0.6"
"161","Blaine Gabbert","SF","QB","6.0","1","6.0"
"162","Demetrius Harris","KC","TE","5.0","8","0.6"
"163","Vance McDonald","SF","TE","3.0","8","0.4"
"164","Cameron Brate","TB","TE","2.7","4","0.7"
"165","Joe Webb III","CAR","QB","2.6","6","0.4"
"166","Cody Latimer","DEN","WR","1.9","7","0.3"
"167","Trey Burton","PHI","TE","1.0","14","0.1"
"168","Senorise Perry","CHI","RB","0.9","15","0.1"
"169","Matt Moore","MIA","QB","0.6","2","0.3"
"170","Kyle Nelson","SF","TE","0.0","15","0.0"
"170","Luke McCown","NO","QB","0.0","15","0.0"
"170","Beau Brinkley","TEN","TE","0.0","15","0.0"
"170","Matt Barkley","PHI","QB","0.0","1","0.0"
"170","Jonathan Brown","FA","K","0.0","15","0.0"
"170","Clark Harris","CIN","TE","0.0","15","0.0"
"170","Matthew Slater","NE","WR","0.0","15","0.0"
"170","Keith Smith","DAL","RB","0.0","9","0.0"
"178","Chase Daniel","KC","QB","-0.1","2","-0.1"
"179","Tyrod Taylor","BAL","QB","-0.3","1","-0.3"
""
""
