"Rank","Player","Team","Position","Points","Games","Avg"
"255","Julius Thomas","JAC","TE","82.1","9","9.1"
"256","Shaun Draughn","SF","RB","82.0","14","5.9"
"256","Tennessee Titans","TEN","DST","82.0","15","5.5"
"258","Eddie Royal","CHI","WR","81.9","9","9.1"
"259","Jacquizz Rodgers","TB","RB","81.9","9","9.1"
"260","Greg Zuerlein","LAR","K","81.0","14","5.8"
"261","Brian Hoyer","CHI","QB","79.2","6","13.2"
"262","San Francisco 49ers","SF","DST","78.0","15","5.2"
"263","Sammie Coates","PIT","WR","77.9","13","6.0"
"264","Quinton Patton","SF","WR","77.8","13","6.0"
"265","DeAndre Washington","OAK","RB","77.5","12","6.5"
"265","Andrew Hawkins","CLE","WR","77.5","15","5.2"
"267","Cody Kessler","CLE","QB","76.9","9","8.5"
"268","Albert Wilson","KC","WR","76.7","13","5.9"
"269","Sammy Watkins","BUF","WR","75.9","7","10.8"
"270","DeAngelo Williams","PIT","RB","75.7","7","10.8"
"271","Dion Sims","MIA","TE","75.6","12","6.3"
"272","Matt Jones","WAS","RB","75.3","7","10.8"
"273","Jacksonville Jaguars","JAC","DST","75.0","15","5.0"
"274","Blaine Gabbert","SF","QB","73.7","6","12.3"
"275","Garrett Celek","SF","TE","72.1","13","5.6"
"276","Zach Zenner","DET","RB","72.0","10","7.2"
"277","Kyle Juszczyk","BAL","RB","71.7","15","4.8"
"278","Fozzy Whittaker","CAR","RB","71.2","15","4.8"
"279","Brandon Coleman","NO","WR","70.3","13","5.4"
"280","New Orleans Saints","NO","DST","70.0","15","4.7"
"281","Danny Amendola","NE","WR","69.5","12","5.8"
"282","Thomas Rawls","SEA","RB","68.1","8","8.5"
"283","Charles Sims","TB","RB","67.9","7","9.7"
"284","Trey Burton","PHI","TE","66.8","13","5.1"
"285","Richard Rodgers","GB","TE","66.7","14","4.8"
"286","Paul Perkins","NYG","RB","66.6","12","5.6"
"287","Matt Barkley","CHI","QB","65.6","6","10.9"
"288","Jeremy Langford","CHI","RB","65.5","11","6.0"
"289","Charcandrick West","KC","RB","65.5","14","4.7"
"290","Russell Shepard","TB","WR","65.1","12","5.4"
"291","Torrey Smith","SF","WR","64.7","12","5.4"
"292","Austin Hooper","ATL","TE","64.1","12","5.3"
"293","Kamar Aiken","BAL","WR","63.6","15","4.2"
"294","Jared Cook","GB","TE","62.1","9","6.9"
"295","New York Jets","NYJ","DST","62.0","15","4.1"
"296","Jacob Tamme","ATL","TE","61.0","8","7.6"
"296","C.J. Prosise","SEA","RB","61.0","6","10.2"
"298","Cleveland Browns","CLE","DST","61.0","15","4.1"
"299","James Starks","GB","RB","58.9","9","6.5"
"300","Blair Walsh","MIN","K","57.0","9","6.3"
"301","Deonte Thompson","CHI","WR","56.9","14","4.1"
"302","Aldrick Robinson","ATL","WR","56.8","12","4.7"
"303","John Kuhn","NO","RB","56.7","13","4.4"
"304","Jamize Olawale","OAK","RB","55.4","12","4.6"
"305","Corey Brown","CAR","WR","55.2","14","3.9"
"306","Josh Bellamy","CHI","WR","55.1","12","4.6"
"307","Alfred Blue","HOU","RB","55.0","13","4.2"
"308","Brice Butler","DAL","WR","54.6","13","4.2"
"309","Ladarius Green","PIT","TE","54.4","6","9.1"
"310","Kai Forbath","MIN","K","54.0","6","9.0"
"311","Justin Forsett","Multi","RB","53.6","8","6.7"
"312","Josh McCown","CLE","QB","52.1","5","10.4"
"313","Justin Hardy","ATL","WR","51.0","12","4.3"
"314","Robert Griffin III","CLE","QB","50.0","4","12.5"
"315","Dwayne Washington","DET","RB","48.7","11","4.4"
"316","Levine Toilolo","ATL","TE","48.6","12","4.1"
"317","Jared Goff","LAR","QB","48.4","6","8.1"
"318","Paul Richardson Jr.","SEA","WR","47.8","12","4.0"
"319","Rod Streater","SF","WR","47.6","13","3.7"
"320","Dion Lewis","NE","RB","47.5","6","7.9"
"321","Erik Swoope","IND","TE","47.5","11","4.3"
"321","Rex Burkhead","CIN","RB","47.5","13","3.7"
"323","Jay Cutler","CHI","QB","46.8","5","9.4"
"324","Wendell Smallwood","PHI","RB","46.7","12","3.9"
"325","Robbie Gould","NYG","K","46.0","9","5.1"
"325","Josh Brown","NYG","K","46.0","5","9.2"
"327","Justin Hunter","Multi","WR","45.5","9","5.1"
"328","Andre Holmes","OAK","WR","44.6","15","3.0"
"329","Jordan Norwood","DEN","WR","44.2","14","3.2"
"330","C.J. Uzomah","CIN","TE","44.1","7","6.3"
"331","Marcedes Lewis","JAC","TE","42.9","10","4.3"
"332","Eddie Lacy","GB","RB","42.8","5","8.6"
"333","Kenyan Drake","MIA","RB","42.5","12","3.5"
"334","Charles Johnson","MIN","WR","41.1","13","3.2"
"335","Virgil Green","DEN","TE","41.0","9","4.6"
"336","Bryan Walters","JAC","WR","40.7","9","4.5"
"337","Matt Moore","MIA","QB","40.5","3","13.5"
"338","Eric Decker","NYJ","WR","40.4","3","13.5"
"339","Mychal Rivera","OAK","TE","40.3","9","4.5"
"340","Jordan Taylor","DEN","WR","39.8","10","4.0"
"341","Charone Peake","NYJ","WR","39.4","11","3.6"
"342","Kevin White","CHI","WR","38.6","4","9.7"
"343","Bobby Rainey","NYG","RB","38.3","10","3.8"
"344","Shane Vereen","NYG","RB","38.2","5","7.6"
"345","Cobi Hamilton","PIT","WR","38.0","10","3.8"
"346","Alfred Morris","DAL","RB","37.9","13","2.9"
"347","Bennie Fowler III","DEN","WR","37.5","11","3.4"
"348","DuJuan Harris","SF","RB","37.4","7","5.3"
"349","Demetrius Harris","KC","TE","37.3","12","3.1"
"350","Kenneth Farrow","SD","RB","37.2","11","3.4"
"351","Andre Roberts","DET","WR","36.8","15","2.5"
"352","Jimmy Garoppolo","NE","QB","36.1","5","7.2"
"353","Jeff Janis","GB","WR","36.1","13","2.8"
"354","Harry Douglas","TEN","WR","36.0","7","5.1"
"355","Josh Hill","NO","TE","35.9","8","4.5"
"356","Darrius Heyward-Bey","PIT","WR","35.8","6","6.0"
"357","Jaron Brown","ARI","WR","35.7","6","6.0"
"358","Josh Ferguson","IND","RB","35.6","14","2.5"
"359","Benny Cunningham Jr.","LAR","RB","35.2","11","3.2"
"360","Chester Rogers","IND","WR","35.1","13","2.7"
"361","Xavier Grimble","PIT","TE","34.8","8","4.4"
"361","Josh Huff","Multi","WR","34.8","10","3.5"
"363","Austin Seferian-Jenkins","Multi","TE","34.4","9","3.8"
"364","Ricardo Louis","CLE","WR","34.3","14","2.5"
"365","Jerell Adams","NYG","TE","34.2","9","3.8"
"365","Peyton Barber","TB","RB","34.2","9","3.8"
"367","Kenjon Barner","PHI","RB","34.1","11","3.1"
"368","Bryce Petty","NYJ","QB","32.3","6","5.4"
"368","Vincent Jackson","TB","WR","32.3","5","6.5"
"370","Mike Tolbert","CAR","RB","32.2","15","2.2"
"371","MarQueis Gray","MIA","TE","31.4","10","3.1"
"372","Marquess Wilson","CHI","WR","31.0","3","10.3"
"372","Aaron Ripkowski","GB","RB","31.0","9","3.4"
"374","Braxton Miller","HOU","WR","30.9","10","3.1"
"375","Daniel Brown","Multi","TE","30.6","5","6.1"
"376","Darren Waller","BAL","TE","30.5","9","3.4"
"377","Lance Dunbar","DAL","RB","30.4","11","2.8"
"378","A.J. Derby","Multi","TE","30.0","6","5.0"
"379","Ben Koyack","JAC","TE","29.6","9","3.3"
"380","Andre Johnson","TEN","WR","29.5","6","4.9"
"381","Ed Dickson","CAR","TE","29.4","12","2.5"
"382","Alex Collins","SEA","RB","29.0","8","3.6"
"383","Roger Lewis","NYG","WR","28.7","9","3.2"
"384","Cameron Artis-Payne","CAR","RB","28.5","3","9.5"
"385","Paxton Lynch","DEN","QB","28.4","3","9.5"
"386","Kapri Bibbs","DEN","RB","28.4","9","3.2"
"387","Jacoby Brissett","NE","QB","28.3","3","9.4"
"388","Anthony Fasano","TEN","TE","28.3","10","2.8"
"388","Luke Willson","SEA","TE","28.3","9","3.1"
"390","Walter Powell","BUF","WR","28.2","7","4.0"
"391","Larry Donnell","NYG","TE","28.2","6","4.7"
"392","Nick Foles","KC","QB","28.0","2","14.0"
"393","Brent Celek","PHI","TE","27.6","9","3.1"
"394","Danny Woodhead","SD","RB","27.1","2","13.6"
"394","Jaelen Strong","HOU","WR","27.1","6","4.5"
"396","Jalin Marshall","NYJ","WR","27.0","9","3.0"
"397","Ameer Abdullah","DET","RB","26.8","2","13.4"
"398","Seth DeValve","CLE","TE","26.5","7","3.8"
"399","Orleans Darkwa","NYG","RB","26.3","6","4.4"
"399","Freddie Martino","TB","WR","26.3","6","4.4"
"401","Stephen Anderson","HOU","TE","26.3","8","3.3"
"402","Cecil Shorts","TB","WR","26.2","7","3.7"
"403","Randy Bullock","Multi","K","26.0","4","6.5"
"404","Tyler Higbee","LAR","TE","25.5","11","2.3"
"405","Andre Ellington","ARI","RB","25.5","13","2.0"
"406","Geronimo Allison","GB","WR","25.1","6","4.2"
"407","Cody Core","CIN","WR","24.8","6","4.1"
"408","Darren Fells","ARI","TE","24.7","8","3.1"
"409","Brandon Tate","BUF","WR","24.5","14","1.8"
"410","Jonathan Grimes","HOU","RB","24.0","9","2.7"
"411","Reggie Bush","BUF","RB","23.7","10","2.4"
"412","John Phillips","Multi","TE","23.2","7","3.3"
"413","Ka'Deem Carey","CHI","RB","23.1","11","2.1"
"414","James Wright","CIN","WR","23.0","11","2.1"
"414","Neal Sterling","JAC","TE","23.0","6","3.8"
"416","Arrelious Benn","JAC","WR","22.6","12","1.9"
"417","Nick O'Leary","BUF","TE","22.4","11","2.0"
"418","Crockett Gillmore","BAL","TE","21.1","5","4.2"
"419","Brandon Myers","TB","TE","20.9","9","2.3"
"420","Rhett Ellison","MIN","TE","20.8","9","2.3"
"421","Chris Harper","SF","WR","20.8","7","3.0"
"422","Jordan Cameron","MIA","TE","20.0","3","6.7"
"423","Arian Foster","MIA","RB","19.3","4","4.8"
"424","Tyler Kroft","CIN","TE","19.2","9","2.1"
"425","Brittan Golden","ARI","WR","19.2","10","1.9"
"426","Dominique Jones","MIA","TE","19.1","5","3.8"
"427","Jeff Heuerman","DEN","TE","19.0","5","3.8"
"428","Greg Salas","BUF","WR","18.9","2","9.5"
"429","C.J. Spiller","Multi","RB","18.8","6","3.1"
"430","Andy Janovich","DEN","RB","18.7","9","2.1"
"431","Tom Savage","HOU","QB","18.5","2","9.3"
"432","Patrick DiMarco","ATL","RB","18.2","9","2.0"
"433","Denard Robinson","JAC","RB","17.9","8","2.2"
"434","Kerwynn Williams","ARI","RB","17.3","4","4.3"
"434","Ronnie Hillman","Multi","RB","17.3","7","2.5"
"436","Terron Ward","ATL","RB","17.2","5","3.4"
"437","Markus Wheaton","PIT","WR","17.1","3","5.7"
"438","Pharoh Cooper","LAR","WR","17.0","8","2.1"
"438","David Johnson","PIT","TE","17.0","11","1.6"
"440","Akeem Hunt","HOU","RB","16.8","7","2.4"
"441","Kevin Hogan","CLE","QB","16.7","3","5.6"
"442","Paul Turner","PHI","WR","16.6","2","8.3"
"442","Ryan Grant","WAS","WR","16.6","12","1.4"
"444","Derek Anderson","CAR","QB","16.5","4","4.1"
"445","Antone Smith","TB","RB","16.4","3","5.5"
"446","Alan Cross","TB","TE","15.8","10","1.6"
"447","Tommylee Lewis","NO","WR","15.7","11","1.4"
"448","Chris Johnson","ARI","RB","15.5","4","3.9"
"449","Mack Brown","WAS","RB","15.0","2","7.5"
"450","Mike Davis","SF","RB","14.5","7","2.1"
"451","Corey Grant","JAC","RB","14.2","9","1.6"
"452","Rashard Higgins","CLE","WR","13.7","9","1.5"
"453","Chris Moore","BAL","WR","13.5","13","1.0"
"454","De'Anthony Thomas","KC","WR","13.4","9","1.5"
"455","Jamaal Charles","KC","RB","13.4","3","4.5"
"456","Jonathan Williams","BUF","RB","13.3","7","1.9"
"457","Joshua Perkins","ATL","TE","13.2","5","2.6"
"458","Alex Erickson","CIN","WR","13.1","15","0.9"
"459","Jerome Felton","BUF","RB","13.0","11","1.2"
"460","Geoff Swaim","DAL","TE","12.9","6","2.2"
"461","Landry Jones","PIT","QB","12.8","6","2.1"
"462","Derek Watt","SD","RB","12.7","8","1.6"
"463","Brandon Bostick","NYJ","TE","12.6","8","1.6"
"464","Blake Bell","SF","TE","12.5","8","1.6"
"465","Keenan Allen","SD","WR","12.3","1","12.3"
"466","Lucky Whitehead","DAL","WR","12.2","14","0.9"
"467","Maurice Harris","WAS","WR","12.1","6","2.0"
"468","Leonte Carroo","MIA","WR","11.9","5","2.4"
"469","Bryce Treggs","PHI","WR","11.7","5","2.3"
"470","Keith Mumphery","HOU","WR","11.6","6","1.9"
"471","Gavin Escobar","DAL","TE","11.3","5","2.3"
"472","Drew Stanton","ARI","QB","11.1","4","2.8"
"473","Dexter McCluster","SD","RB","10.8","6","1.8"
"474","Nick Boyle","BAL","TE","10.4","3","3.5"
"474","Aaron Burbridge","SF","WR","10.4","14","0.7"
