"Rank","Player","Team","Position","Points","Games","Avg"
"476","Shaun Hill","MIN","QB","10.4","2","5.2"
"477","Jarius Wright","MIN","WR","10.3","3","3.4"
"478","Phillip Supernaw","TEN","TE","10.2","6","1.7"
"479","Cody Latimer","DEN","WR","9.8","9","1.1"
"479","TJ Jones","DET","WR","9.8","2","4.9"
"481","Marcel Reece","SEA","RB","9.7","3","3.2"
"481","Johnny Holton","OAK","WR","9.7","10","1.0"
"483","Knile Davis","Multi","RB","9.4","8","1.2"
"483","Charlie Whitehurst","CLE","QB","9.4","1","9.4"
"483","Trevor Davis","GB","WR","9.4","8","1.2"
"486","Mike Glennon","TB","QB","9.0","1","9.0"
"486","Adrian Peterson","MIN","RB","9.0","3","3.0"
"488","Scott Tolzien","IND","QB","8.9","2","4.5"
"488","Lee Smith","OAK","TE","8.9","3","3.0"
"488","Nick Williams","ATL","WR","8.9","1","8.9"
"488","Jace Amaro","TEN","TE","8.9","1","8.9"
"492","Matt Lengel","NE","TE","8.8","1","8.8"
"493","Connor Hamlett","CLE","TE","8.7","1","8.7"
"494","Josh Doctson","WAS","WR","8.6","2","4.3"
"495","Juwan Thompson","DEN","RB","8.5","4","2.1"
"496","Malcolm Brown","LAR","RB","8.4","9","0.9"
"497","Mike James","TB","RB","8.1","3","2.7"
"497","Ben Braunecker","CHI","TE","8.1","5","1.6"
"499","Geno Smith","NYJ","QB","7.9","2","4.0"
"500","Javorius Allen","BAL","RB","7.9","4","2.0"
"501","Malcolm Johnson","CLE","RB","7.6","5","1.5"
"502","Matt Cassel","TEN","QB","7.5","3","2.5"
"502","Justin Perillo","GB","TE","7.5","4","1.9"
"502","Taiwan Jones","OAK","RB","7.5","9","0.8"
"505","Quan Bray","IND","WR","7.3","6","1.2"
"506","D.J. Tialavea","ATL","TE","7.1","1","7.1"
"507","Ifeanyi Momah","ARI","TE","7.0","5","1.4"
"508","Bradley Marquez","LAR","WR","6.9","9","0.8"
"509","Darren McFadden","DAL","RB","6.7","2","3.4"
"510","Dwayne Harris","NYG","WR","6.3","15","0.4"
"511","Daniel Lasco","NO","RB","6.3","5","1.3"
"512","Fitzgerald Toussaint","PIT","RB","6.3","11","0.6"
"513","Luke Stocker","TB","TE","6.2","5","1.2"
"513","Nick Vannett","SEA","TE","6.2","3","2.1"
"515","Rashad Greene","JAC","WR","6.2","8","0.8"
"515","Michael Campanaro","BAL","WR","6.2","2","3.1"
"517","Patrick Murray","CLE","K","6.0","2","3.0"
"518","Troymaine Pope","Multi","RB","5.9","4","1.5"
"518","Jordan Todman","IND","RB","5.9","13","0.5"
"520","Danny Vitale","CLE","RB","5.8","4","1.5"
"521","Trevone Boykin","SEA","QB","5.5","3","1.8"
"522","Wendall Williams","HOU","WR","5.4","1","5.4"
"523","E.J. Manuel","BUF","QB","5.2","4","1.3"
"524","Clay Harbor","Multi","TE","4.9","3","1.6"
"525","Byron Marshall","PHI","RB","4.8","1","4.8"
"525","James Develin","NE","RB","4.8","8","0.6"
"527","Niles Paul","WAS","TE","4.7","4","1.2"
"528","Logan Paulsen","CHI","TE","4.5","7","0.6"
"528","Sean McGrath","SD","TE","4.5","6","0.8"
"528","Ross Travis","KC","TE","4.5","4","1.1"
"531","Griff Whalen","SD","WR","4.2","4","1.1"
"532","Alex Ellis","JAC","TE","4.1","4","1.0"
"533","Lorenzo Taliaferro","BAL","RB","4.0","1","4.0"
"534","Anthony Sherman","KC","RB","3.9","7","0.6"
"534","Brandon Bolden","NE","RB","3.9","6","0.7"
"536","Cole Wick","DET","TE","3.8","3","1.3"
"536","Isaiah Pead","MIA","RB","3.8","2","1.9"
"538","Percy Harvin","BUF","WR","3.7","1","3.7"
"539","D.J. Foster","NE","RB","3.6","3","1.2"
"540","Shane Wynn","JAC","WR","3.4","2","1.7"
"541","Ryan Hewitt","CIN","RB","3.3","4","0.8"
"541","Je'Ron Hamm","SF","TE","3.3","2","1.7"
"543","Don Jackson","GB","RB","3.2","3","1.1"
"544","Jeremy Butler","SD","WR","3.1","2","1.6"
"545","Devin Smith","FA","WR","3.0","2","1.5"
"545","Devin Street","IND","WR","3.0","2","1.5"
"545","Derek Carrier","WAS","TE","3.0","2","1.5"
"548","Jalston Fowler","TEN","RB","2.7","5","0.5"
"549","Brandon Williams","SEA","TE","2.6","4","0.7"
"550","Jay Prosch","HOU","RB","2.5","7","0.4"
"550","Laquon Treadwell","MIN","WR","2.5","4","0.6"
"552","Randall Telfer","CLE","TE","2.4","4","0.6"
"552","Gerald Christian","BUF","TE","2.4","1","2.4"
"554","Henry Krieger-Coble","DEN","TE","2.3","1","2.3"
"555","Mike Thomas","LAR","WR","2.2","7","0.3"
"556","Paul Lasike","CHI","RB","2.1","5","0.4"
"557","Chris Manhertz","Multi","TE","2.0","1","2.0"
"558","James O'Shaughnessy","KC","TE","1.9","9","0.2"
"558","Demarcus Ayers","PIT","WR","1.9","1","1.9"
"560","Jared Abbrederis","GB","WR","1.8","2","0.9"
"560","Matthew Mulligan","DET","TE","1.8","1","1.8"
"560","Rashad Ross","WAS","WR","1.8","2","0.9"
"563","Brandon Wilds","NYJ","RB","1.8","2","0.9"
"564","Brenton Bersin","CAR","WR","1.7","1","1.7"
"564","MyCole Pruitt","Multi","TE","1.7","1","1.7"
"566","Tavarres King","NYG","WR","1.6","2","0.8"
"567","Antonio Andrews","TEN","RB","1.5","7","0.2"
"567","Zach Line","MIN","RB","1.5","7","0.2"
"569","Joique Bell","Multi","RB","1.4","2","0.7"
"569","David Morgan II","MIN","TE","1.4","2","0.7"
"569","Rod Smith","DAL","RB","1.4","3","0.5"
"572","Jordan Payton","CLE","WR","1.3","2","0.7"
"572","Joe Webb III","CAR","QB","1.3","9","0.1"
"572","Marcus Murphy","NO","RB","1.3","2","0.7"
"575","Stepfan Taylor","ARI","RB","1.2","3","0.4"
"575","Terrence Magee","SEA","RB","1.2","1","1.2"
"577","Keith Smith","DAL","RB","1.1","3","0.4"
"578","Tyler Ervin","HOU","RB","1.1","11","0.1"
"579","Troy Niklas","ARI","TE","1.0","3","0.3"
"580","Matt McGloin","OAK","QB","0.9","2","0.5"
"581","Daryl Richardson","PIT","RB","0.7","2","0.4"
"581","Stevan Ridley","ATL","RB","0.7","1","0.7"
"583","Chase Daniel","PHI","QB","0.6","1","0.6"
"584","Matt Schaub","ATL","QB","0.4","3","0.1"
"585","Khiry Robinson","NYJ","RB","0.2","1","0.2"
"585","Will Tukuafu","SEA","RB","0.2","4","0.1"
"587","Mark Sanchez","DAL","QB","0.1","1","0.1"
"588","Ryan Mallett","BAL","QB","0.0","3","0.0"
"589","Mario Alford","CLE","WR","0.0","2","0.0"
"589","Bralon Addison","CHI","RB","0.0","1","0.0"
"589","Geremy Davis","SD","WR","0.0","2","0.0"
"589","Jeremy Ross","Multi","WR","0.0","4","0.0"
"589","Temarrick Hemingway","LAR","TE","0.0","1","0.0"
"589","Daniel Braverman","CHI","WR","0.0","2","0.0"
"589","Khari Lee","DET","TE","0.0","1","0.0"
"589","Hakeem Valles","ARI","TE","0.0","4","0.0"
"589","Maxx Williams","BAL","TE","0.0","1","0.0"
"589","Braedon Bowman","NYJ","TE","0.0","2","0.0"
"589","Roosevelt Nix","PIT","RB","0.0","5","0.0"
"589","Jake Lampman","NO","WR","0.0","4","0.0"
"589","Demarcus Robinson","KC","WR","0.0","4","0.0"
"589","George Atkinson III","CLE","RB","0.0","8","0.0"
"589","Julian Howsare","NYJ","RB","0.0","1","0.0"
"589","Michael Burton","DET","RB","0.0","1","0.0"
"589","Isaiah Burse","SD","WR","0.0","7","0.0"
"589","Cedric Peerman","CIN","RB","0.0","3","0.0"
"589","Chase Reynolds","LAR","RB","0.0","8","0.0"
"589","Marc Mariani","TEN","WR","0.0","15","0.0"
"589","Eric Weems","ATL","WR","0.0","15","0.0"
"589","Joe Kerridge","GB","RB","0.0","1","0.0"
"589","Vince Mayle","DAL","WR","0.0","2","0.0"
"589","Dezmin Lewis","BUF","WR","0.0","1","0.0"
"589","Kellen Davis","NYJ","TE","0.0","3","0.0"
"614","Kellen Clemens","SD","QB","-0.1","1","-0.1"
"615","Chad Henne","JAC","QB","-0.2","1","-0.2"
"616","Brett Hundley","GB","QB","-1.5","4","-0.4"
"616","Matthew Slater","NE","WR","-1.5","6","-0.3"
"618","Keshawn Martin","SF","WR","-2.0","1","-2.0"
"618","Jakeem Grant Sr.","MIA","WR","-2.0","13","-0.2"
"618","Kalif Raymond","DEN","WR","-2.0","3","-0.7"
"618","Devin Hester","BAL","WR","-2.0","12","-0.2"
""
""
