"Rank","Player","Team","Position","Points","Games","Avg"
"51","Dan Bailey","DAL","K","141.0","15","9.4"
"51","Buffalo Bills","BUF","DST","141.0","15","9.4"
"53","New England Patriots","NE","DST","140.0","15","9.3"
"54","Josh McCown","CHI","QB","136.1","8","17.0"
"55","Nick Folk","NYJ","K","136.0","15","9.1"
"56","DeAndre Hopkins","HOU","WR","134.7","15","9.0"
"57","Garrett Graham","HOU","TE","131.5","13","10.1"
"58","Robbie Gould","CHI","K","131.0","15","8.7"
"59","Tampa Bay Buccaneers","TB","DST","129.0","15","8.6"
"60","Graham Gano","CAR","K","128.0","15","8.5"
"61","Danny Amendola","NE","WR","127.5","11","11.6"
"62","Cordarrelle Patterson","MIN","RB","127.2","15","8.5"
"63","Rob Gronkowski","NE","TE","122.2","7","17.5"
"64","Indianapolis Colts","IND","DST","121.0","15","8.1"
"65","Miami Dolphins","MIA","DST","120.0","15","8.0"
"66","Greg Zuerlein","STL","K","119.0","15","7.9"
"66","Ryan Succop","KC","K","119.0","15","7.9"
"68","Robert Woods","BUF","WR","116.6","13","9.0"
"69","Philadelphia Eagles","PHI","DST","116.0","15","7.7"
"70","Ted Ginn Jr.","CAR","WR","115.9","15","7.7"
"71","Lamar Miller","MIA","RB","115.2","15","7.7"
"72","Jordan Reed","WAS","TE","114.7","9","12.7"
"73","Randy Bullock","HOU","K","114.0","15","7.6"
"74","Kenny Stills","NO","WR","112.5","15","7.5"
"75","Denver Broncos","DEN","DST","110.0","15","7.3"
"76","Julio Jones","ATL","WR","109.7","5","21.9"
"77","Mike Nugent","CIN","K","109.0","15","7.3"
"78","Dallas Cowboys","DAL","DST","108.0","15","7.2"
"79","Chicago Bears","CHI","DST","105.0","15","7.0"
"79","Cleveland Browns","CLE","DST","105.0","15","7.0"
"81","Baltimore Ravens","BAL","DST","104.0","15","6.9"
"81","New Orleans Saints","NO","DST","104.0","15","6.9"
"83","Case Keenum","HOU","QB","103.6","8","13.0"
"84","Tennessee Titans","TEN","DST","103.0","15","6.9"
"85","Mohamed Sanu Sr.","CIN","WR","102.9","15","6.9"
"86","New York Giants","NYG","DST","102.0","15","6.8"
"87","Matt Schaub","HOU","QB","100.8","9","11.2"
"88","Zach Ertz","PHI","TE","99.6","15","6.6"
"89","Pittsburgh Steelers","PIT","DST","99.0","15","6.6"
"90","Green Bay Packers","GB","DST","96.0","15","6.4"
"91","Tyler Eifert","CIN","TE","95.5","15","6.4"
"92","Detroit Lions","DET","DST","92.0","15","6.1"
"93","Washington Football Team","WAS","DST","91.0","15","6.1"
"94","New York Jets","NYJ","DST","87.0","15","5.8"
"95","Randall Cobb","GB","WR","86.6","5","17.3"
"96","Cole Beasley","DAL","WR","86.1","13","6.6"
"97","Jacksonville Jaguars","JAC","DST","86.0","15","5.7"
"98","Andre Roberts","ARI","WR","85.7","15","5.7"
"99","Brandon Bolden","NE","RB","81.3","11","7.4"
"100","Kyle Rudolph","MIN","TE","79.3","8","9.9"
"101","Kai Forbath","WAS","K","79.0","12","6.6"
"102","Atlanta Falcons","ATL","DST","78.0","15","5.2"
"103","Marcedes Lewis","JAC","TE","72.9","10","7.3"
"104","Minnesota Vikings","MIN","DST","63.0","15","4.2"
"105","Marquise Goodwin","BUF","WR","59.4","11","5.4"
"106","Houston Texans","HOU","DST","56.0","15","3.7"
"107","Mark Ingram II","NO","RB","55.1","10","5.5"
"108","Luke Willson","SEA","TE","51.8","15","3.5"
"109","Bruce Miller","SF","TE","50.6","14","3.6"
"110","Ryan Griffin","HOU","TE","41.5","14","3.0"
"111","Brian Hoyer","CLE","QB","40.2","3","13.4"
"112","Anthony Sherman","KC","RB","37.8","15","2.5"
"113","Las Vegas Raiders","LV","DST","35.0","15","2.3"
"114","Kirk Cousins","WAS","QB","32.5","4","8.1"
"115","Levine Toilolo","ATL","TE","28.5","15","1.9"
"116","Los Angeles Rams","LAR","DST","28.0","15","1.9"
"117","Dwayne Harris","DAL","WR","27.6","12","2.3"
"118","Vance McDonald","SF","TE","19.9","14","1.4"
"119","Chris Hogan","BUF","WR","18.3","15","1.2"
"120","Travis Benjamin","CLE","WR","18.0","8","2.3"
"121","Theo Riddick","DET","RB","15.1","13","1.2"
"122","Los Angeles Chargers","LAC","DST","14.0","15","0.9"
"123","Josh Hill","NO","TE","13.8","13","1.1"
"124","Lee Smith","BUF","TE","12.8","15","0.9"
"125","Blaine Gabbert","JAC","QB","12.4","3","4.1"
"126","Patrick DiMarco","ATL","RB","11.6","13","0.9"
"127","Virgil Green","DEN","TE","10.0","15","0.7"
"128","Joe Webb III","MIN","QB","8.3","15","0.6"
"129","Tyrod Taylor","BAL","QB","6.1","3","2.0"
"130","Jack Doyle","IND","TE","5.7","14","0.4"
"131","Kenjon Barner","CAR","RB","3.4","7","0.5"
"132","Josh Johnson","CIN","QB","2.0","2","1.0"
"133","Matt Barkley","PHI","QB","1.8","3","0.6"
"134","Derek Carrier","SF","TE","0.0","5","0.0"
"134","Tyrell Williams","FA","WR","0.0","3","0.0"
"134","Chris Thompson","WAS","RB","0.0","4","0.0"
"134","Jonathan Brown","FA","K","0.0","15","0.0"
"134","Beau Brinkley","TEN","TE","0.0","15","0.0"
"134","Kyle Nelson","WAS","TE","0.0","10","0.0"
"134","Rex Burkhead","CIN","RB","0.0","1","0.0"
"134","Kyle Juszczyk","BAL","RB","0.0","15","0.0"
"134","John Brown","TB","WR","0.0","15","0.0"
"134","Matthew Slater","NE","WR","0.0","11","0.0"
"134","Clark Harris","CIN","TE","0.0","15","0.0"
"134","Travis Kelce","KC","TE","0.0","1","0.0"
"134","Luke Stocker","TB","TE","0.0","2","0.0"
"147","Colt McCoy","SF","QB","-0.1","4","-0.0"
"148","Luke McCown","NO","QB","-0.2","15","-0.0"
"149","Chase Daniel","KC","QB","-0.8","4","-0.2"
"150","Matt Moore","MIA","QB","-1.9","1","-1.9"
""
""
